@RELATION heartbeats
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {artifact__,Aunlabelledtest__,Bunlabelledtest__,extrahls__,extrastole__,murmur__,murmur_noisymurmur_,normal__,normal_noisynormal_}

@DATA
0.009737,0.022431,2.538648,0.074285,0.157566,0.019930,0.023919,0.011492,-29.387618,3.334028,-0.433628,1.129444,0.073604,0.159697,0.285953,-0.026678,0.156961,0.085232,-0.000537,0.087903,0.012392,0.005224,0.000991,0.139671,0.003829,0.027946,0.002795,0.152153,0.001044,0.001766,0.007833,0.034935,0.001257,0.060212,0.000018,-0.000009,0.001172,-0.000176,-0.000108,-0.000151,0.000027,0.000011,-0.013198,-0.002504,0.000524,0.002809,-0.000289,-0.002440,-0.000134,-0.000272,0.001249,-0.000017,-0.000767,0.000910,-0.001253,0.000025,0.000001,-0.000627,-0.000000,-0.000002,0.000003,0.000559,0.000007,-0.000005,-0.000017,0.000005,0.000006,-0.000079,0.004663,0.044584,0.557292,0.036657,0.051632,0.029587,0.017258,0.007569,2.487901,0.780632,0.717212,0.511876,0.307737,0.235809,0.183616,0.197846,0.159508,0.150475,0.148277,0.130099,0.147251,0.005709,0.001168,0.091413,0.004143,0.021165,0.002964,0.070631,0.001018,0.001913,0.006889,0.024811,0.001848,0.018942,0.005975,0.066357,0.784688,0.050141,0.067323,0.042728,0.019801,0.010209,3.010078,1.016975,0.878698,0.640156,0.387729,0.308642,0.247881,0.253819,0.227036,0.206213,0.196712,0.182581,0.203833,0.007672,0.001327,0.136246,0.005430,0.032637,0.003792,0.108023,0.001383,0.002472,0.010102,0.036518,0.002663,0.027969,normal__
0.008981,0.007869,2.691053,0.067486,0.150825,0.017029,0.020138,0.013619,-29.816197,3.807585,-0.424340,0.711297,0.233785,0.469524,0.144629,-0.230314,0.197512,0.094778,-0.050175,0.105660,-0.004616,0.007683,0.000843,0.113259,0.004259,0.023951,0.004449,0.161893,0.001891,0.002702,0.008719,0.045946,0.001266,0.056173,-0.000026,-0.000027,-0.004810,0.000169,0.000696,0.000018,0.000024,-0.000171,-0.003783,-0.011056,0.009869,-0.008464,0.006709,0.001339,-0.001062,0.001785,-0.000624,0.001081,0.000114,0.000318,0.001498,-0.000089,0.000001,0.001069,-0.000041,0.000034,-0.000123,0.000246,-0.000003,-0.000010,-0.000113,-0.000187,-0.000007,0.000249,0.003783,0.018520,0.441197,0.033328,0.049397,0.023257,0.014780,0.007480,1.645149,0.731356,0.669386,0.369735,0.265442,0.210292,0.197163,0.244133,0.199970,0.165709,0.155389,0.153288,0.131353,0.008430,0.000931,0.067141,0.005104,0.015878,0.004539,0.071021,0.002477,0.003181,0.007547,0.031354,0.001460,0.017099,0.004594,0.024759,0.622806,0.043026,0.065189,0.031646,0.018745,0.008933,1.910697,0.958477,0.857688,0.467902,0.350124,0.276109,0.253146,0.297756,0.262678,0.242839,0.204584,0.219242,0.189343,0.011364,0.001170,0.090128,0.006870,0.021918,0.005754,0.108089,0.003491,0.004528,0.011009,0.043477,0.001837,0.024799,normal__
0.009315,0.006733,2.719661,0.078217,0.166457,0.021413,0.017470,0.013802,-29.398559,3.716172,-0.263714,0.582235,0.186486,0.366017,0.117526,-0.177425,0.137095,0.111477,-0.026784,0.072174,-0.025697,0.009537,0.001092,0.114078,0.005316,0.026617,0.005649,0.139030,0.001417,0.003369,0.010289,0.047374,0.001607,0.052795,0.000136,-0.000003,0.010532,0.002899,0.004571,0.001685,0.000247,0.000426,0.057349,-0.066246,0.058273,-0.040954,0.008592,-0.005357,0.007051,0.016067,-0.019846,0.023516,0.016297,0.006450,0.005494,0.000011,0.000047,-0.000260,-0.000015,0.001503,0.000117,-0.005159,0.000091,0.000021,0.000090,0.000482,0.000047,-0.001362,0.003354,0.014122,0.423863,0.032761,0.045465,0.021105,0.011437,0.006548,1.882594,0.738874,0.619022,0.291411,0.244616,0.206382,0.174191,0.226304,0.163211,0.144124,0.141527,0.124819,0.128066,0.009639,0.000957,0.064510,0.005675,0.016790,0.005468,0.068961,0.001744,0.003823,0.008054,0.036667,0.001756,0.015657,0.004016,0.018640,0.572599,0.040597,0.058235,0.028811,0.014981,0.008480,2.344018,0.882147,0.925262,0.403191,0.316614,0.241562,0.209918,0.288728,0.234952,0.208653,0.212731,0.166060,0.159815,0.014370,0.001278,0.097003,0.007699,0.022965,0.007375,0.106608,0.002187,0.005448,0.012811,0.054506,0.002384,0.022504,normal__
0.006810,0.014429,2.655825,0.079238,0.168407,0.018968,0.022665,0.008114,-29.847849,3.162003,-0.187778,1.212505,0.202373,0.186893,0.251794,0.019888,0.241567,0.097580,-0.021329,0.148749,0.033424,0.003870,0.000572,0.129882,0.002363,0.023793,0.001706,0.180788,0.000418,0.000974,0.006628,0.042272,0.000551,0.064048,-0.000005,0.000002,0.000082,-0.000044,0.000179,-0.000139,0.000019,-0.000001,0.003314,-0.003150,0.006333,0.000249,0.006617,0.000370,-0.001525,-0.001533,-0.000563,0.003806,0.001077,-0.000710,-0.000518,0.000029,-0.000010,0.000328,-0.000004,0.000163,0.000003,-0.000363,-0.000004,-0.000008,-0.000031,-0.000183,-0.000001,-0.000058,0.003377,0.031653,0.412832,0.033826,0.047750,0.020606,0.014118,0.005243,2.350142,0.615880,0.563818,0.483607,0.273413,0.197468,0.145083,0.192257,0.170256,0.152124,0.159153,0.127389,0.108663,0.004123,0.000674,0.069256,0.002439,0.017562,0.002070,0.078012,0.000647,0.001078,0.006570,0.037832,0.000638,0.016056,0.004324,0.043673,0.551423,0.046143,0.066162,0.028805,0.016459,0.007342,2.488639,0.907675,0.736429,0.622498,0.361454,0.277169,0.201116,0.263998,0.232562,0.221582,0.227799,0.184288,0.145917,0.005670,0.000928,0.104767,0.003607,0.025259,0.003119,0.109833,0.000928,0.001483,0.008821,0.050673,0.000875,0.022253,normal__
0.181299,0.005077,2.668863,0.251334,0.269563,1.077724,0.015633,0.223485,-29.524331,1.895695,0.640329,0.617387,0.325095,0.246253,0.083568,0.045208,-0.031335,-0.049809,-0.079856,-0.071418,-0.063357,0.017000,0.002182,0.029324,0.010010,0.026800,0.005687,0.037929,0.001653,0.003625,0.030372,0.033072,0.002703,0.017636,-0.000075,-0.000005,0.003501,0.000157,0.000036,0.002173,0.000014,0.000427,-0.003770,-0.004218,-0.001605,0.000906,0.001317,-0.000503,-0.001199,0.001030,0.001145,0.002814,0.000148,0.000414,0.001502,0.000017,0.000007,-0.000013,-0.000165,-0.000129,-0.000064,0.000299,0.000006,0.000043,-0.000060,-0.000069,0.000008,-0.000001,0.055849,0.010496,0.641689,0.080878,0.032621,0.674241,0.020440,0.152844,1.105263,0.898121,0.531879,0.400156,0.272802,0.199696,0.166701,0.148922,0.127977,0.145766,0.129873,0.138850,0.131059,0.012729,0.002004,0.019528,0.008369,0.014857,0.004861,0.024737,0.001531,0.002894,0.025744,0.020889,0.002260,0.008405,0.070300,0.015811,0.865955,0.108037,0.045743,0.842889,0.024293,0.191330,1.262719,1.126643,0.768684,0.584638,0.400104,0.283820,0.231676,0.218418,0.186020,0.194773,0.182183,0.190445,0.185382,0.018253,0.002614,0.026036,0.011496,0.019529,0.006942,0.033672,0.002170,0.004122,0.037134,0.027264,0.003159,0.011366,normal__
0.008379,0.008546,2.580160,0.094242,0.192368,0.025050,0.034007,0.003736,-30.425083,2.336382,0.638724,0.614937,0.350618,0.362854,0.246623,0.153632,0.191831,0.129608,0.031942,0.111929,0.032398,0.001175,0.000198,0.163021,0.000727,0.017139,0.000532,0.241022,0.000069,0.000221,0.001273,0.020338,0.000200,0.086264,-0.000063,0.000019,-0.000612,-0.000347,-0.000268,-0.000249,0.000340,0.000005,0.005044,0.004485,0.001901,0.000094,-0.000724,0.000331,0.000191,0.000494,0.000956,0.000946,0.000621,-0.000436,0.001102,-0.000003,-0.000000,-0.000987,-0.000000,0.000251,-0.000001,0.000185,-0.000000,-0.000000,-0.000007,0.000072,-0.000001,-0.000219,0.006824,0.012194,0.276652,0.027290,0.026986,0.021702,0.023865,0.001926,1.899630,0.360334,0.291053,0.190849,0.156842,0.161207,0.149251,0.115486,0.134286,0.107273,0.102820,0.114515,0.107355,0.001806,0.000461,0.102119,0.001245,0.015783,0.001135,0.106632,0.000100,0.000307,0.001614,0.020891,0.000306,0.016564,0.008781,0.015990,0.369935,0.038238,0.037599,0.031528,0.030552,0.002457,2.166686,0.362221,0.386336,0.241304,0.208182,0.204435,0.182896,0.166753,0.190617,0.159944,0.143315,0.152856,0.151747,0.002556,0.000649,0.135792,0.001706,0.023120,0.001595,0.152602,0.000147,0.000442,0.002211,0.030618,0.000373,0.024663,normal__
0.108272,0.004343,2.937506,0.172574,0.231201,0.443206,0.004790,0.084358,-26.402933,2.322399,-0.188194,0.521830,0.275868,0.238033,0.097570,-0.190203,-0.012082,-0.018977,-0.118408,0.004226,-0.093317,0.015311,0.002663,0.101903,0.008344,0.021341,0.006664,0.094268,0.002075,0.004719,0.016556,0.029292,0.002466,0.036756,0.004767,-0.000081,-0.012213,0.001414,0.000384,0.016600,0.000002,0.012477,-0.034623,0.005580,-0.007596,-0.008099,-0.004715,-0.017984,-0.002913,-0.008812,0.003993,-0.002744,-0.005407,-0.013179,-0.008625,0.001041,-0.000071,-0.005623,-0.000200,0.000072,0.000632,-0.003421,-0.000033,0.000264,0.000885,0.001765,-0.000014,-0.001781,0.021610,0.006775,0.432743,0.020325,0.010604,0.142891,0.003507,0.052459,0.320807,0.260258,0.228074,0.183304,0.165264,0.143441,0.132786,0.127390,0.130034,0.129631,0.140268,0.124099,0.119929,0.010637,0.001981,0.044494,0.006704,0.011738,0.005339,0.039735,0.001551,0.003294,0.009516,0.014886,0.001780,0.012025,0.025931,0.009697,0.595983,0.028307,0.014876,0.183963,0.003996,0.057022,0.420646,0.360228,0.323534,0.242826,0.238695,0.215765,0.203270,0.184665,0.194061,0.180214,0.211365,0.183938,0.179299,0.013643,0.002754,0.056734,0.010008,0.016791,0.007218,0.054932,0.002232,0.004903,0.014851,0.020661,0.002551,0.014284,normal__
0.043339,0.015167,2.909274,0.125476,0.203225,0.157644,0.008094,0.041692,-24.660771,2.137097,-0.150864,0.717732,-0.082130,0.178476,0.084943,0.210168,0.336402,-0.087598,0.000018,0.097648,-0.050289,0.012487,0.004360,0.103865,0.008002,0.018788,0.006197,0.111915,0.001171,0.003871,0.010903,0.026180,0.004219,0.041663,-0.000055,-0.000011,0.001399,-0.000102,-0.000126,0.000011,0.000029,0.000038,0.001071,0.002196,-0.000842,-0.000108,-0.000710,-0.002280,0.000125,0.000134,0.001051,-0.002097,-0.001079,-0.001470,-0.001942,0.000125,0.000005,-0.000438,0.000079,0.000001,-0.000055,0.000053,0.000006,0.000033,-0.000012,-0.000080,-0.000006,-0.000039,0.012722,0.022278,0.342927,0.018083,0.011470,0.072489,0.006838,0.019839,0.284208,0.282142,0.249801,0.208544,0.189324,0.179651,0.167807,0.156906,0.148761,0.148080,0.141562,0.142333,0.147634,0.009246,0.004103,0.042986,0.006265,0.011468,0.005946,0.071089,0.001114,0.003504,0.007675,0.016622,0.003780,0.016811,0.015862,0.030863,0.491477,0.024356,0.015986,0.093571,0.007970,0.025803,0.360477,0.374440,0.341176,0.310988,0.271031,0.257185,0.233289,0.225665,0.217220,0.211616,0.203608,0.199961,0.207563,0.012467,0.005786,0.058924,0.008292,0.015434,0.008462,0.093462,0.001508,0.005006,0.010545,0.024059,0.005463,0.020725,normal__
0.228922,0.004226,2.746411,0.278666,0.276157,1.439099,0.011700,0.326528,-29.822601,1.516178,0.426474,0.497921,0.322483,0.192623,0.089815,0.057978,-0.034590,-0.032101,-0.041385,-0.094947,-0.104253,0.015885,0.002622,0.024610,0.007672,0.019411,0.005245,0.032731,0.002340,0.003391,0.023565,0.025815,0.002690,0.014039,-0.000686,0.000020,-0.012192,-0.001212,-0.000263,-0.013406,0.000093,-0.003237,0.021557,0.017463,0.007452,0.000787,0.000128,0.001782,0.000366,-0.000054,-0.000759,0.000847,-0.000078,0.000520,-0.000535,0.000249,-0.000008,0.000232,0.000075,0.000119,-0.000033,0.000090,-0.000015,-0.000003,0.000230,0.000261,-0.000016,0.000088,0.072080,0.011725,0.637419,0.088351,0.028963,0.915941,0.017893,0.224229,1.407876,1.070433,0.540459,0.344196,0.245736,0.201915,0.168963,0.145251,0.145098,0.155123,0.141698,0.127246,0.124824,0.014163,0.002169,0.020641,0.005983,0.017227,0.003988,0.030711,0.002105,0.002914,0.018575,0.020933,0.002268,0.010427,0.085801,0.016812,0.750748,0.106610,0.038771,1.023747,0.022323,0.248573,1.557173,1.220886,0.644034,0.441785,0.321093,0.268155,0.229567,0.203709,0.204206,0.203088,0.203213,0.191456,0.187916,0.019631,0.002768,0.025619,0.007905,0.024340,0.005350,0.037933,0.002602,0.003831,0.024314,0.027226,0.003036,0.011969,normal__
0.163113,0.003373,1.997296,0.162170,0.259966,0.174946,0.012985,0.029421,-30.206681,3.183128,0.926837,0.693045,0.282657,0.266192,0.072856,0.072637,-0.038875,-0.036959,-0.095415,-0.093996,-0.094190,0.031962,0.001222,0.054806,0.011453,0.034103,0.007231,0.057730,0.000471,0.002744,0.039638,0.040324,0.001285,0.025843,0.001128,-0.000024,0.004961,0.000100,0.000654,-0.000543,0.000257,-0.000097,-0.063582,0.012572,0.016968,0.001729,0.001168,0.001835,0.007305,0.003808,0.005371,0.002617,-0.000997,0.003212,0.003267,-0.000242,-0.000024,0.001275,-0.000117,-0.000313,-0.000073,0.001292,-0.000016,-0.000035,0.000180,-0.001320,-0.000019,0.000162,0.073558,0.006089,0.540530,0.069892,0.053710,0.206198,0.008962,0.043425,1.907062,0.657192,0.479117,0.289249,0.245150,0.187669,0.171857,0.146851,0.130179,0.136827,0.123190,0.116662,0.109804,0.017954,0.001626,0.023646,0.010044,0.015895,0.008403,0.026139,0.000592,0.002966,0.021445,0.018242,0.001623,0.005317,0.091827,0.008530,0.791836,0.089775,0.067041,0.283184,0.011210,0.067645,2.125985,0.914874,0.653778,0.434430,0.359122,0.280105,0.248882,0.223313,0.189554,0.200531,0.181113,0.165530,0.147695,0.027035,0.002446,0.034629,0.014490,0.023507,0.012412,0.038419,0.000833,0.004427,0.031478,0.028668,0.002359,0.007912,normal__
0.172275,0.000117,2.783566,0.233970,0.270687,1.079276,0.004233,0.176069,-35.412348,1.431450,-0.021252,-0.052413,-0.172550,-0.019522,-0.103261,-0.094616,-0.142999,-0.117014,-0.101153,-0.027241,-0.022558,0.019057,0.005953,0.019905,0.014754,0.018283,0.014044,0.020630,0.004749,0.009020,0.013403,0.015837,0.006743,0.009637,-0.000103,0.000000,-0.004728,-0.000285,-0.000117,-0.002044,0.000012,-0.000363,0.008046,0.002203,-0.005715,-0.004597,0.002664,0.001181,-0.000417,0.001133,0.000938,-0.000471,0.001013,0.000362,0.000172,-0.000049,0.000015,-0.000060,0.000004,0.000117,-0.000119,-0.000206,0.000021,0.000038,0.000022,0.000021,0.000046,-0.000054,0.032167,0.000498,0.714141,0.048399,0.023173,0.524528,0.005195,0.090444,1.289176,0.792220,0.450061,0.293505,0.204453,0.173875,0.161878,0.154358,0.158099,0.157962,0.140971,0.136705,0.136637,0.017193,0.004535,0.014453,0.009801,0.011529,0.010206,0.013049,0.004251,0.005675,0.008282,0.012797,0.005596,0.005734,0.037471,0.000722,0.894181,0.058943,0.030188,0.614112,0.006123,0.105661,1.566137,0.990065,0.602542,0.395735,0.272435,0.242954,0.219786,0.217460,0.222891,0.216143,0.201716,0.189169,0.184074,0.023901,0.006586,0.019481,0.013420,0.015054,0.014097,0.018375,0.006080,0.007614,0.011086,0.017989,0.007321,0.007723,normal__
0.180513,0.015118,2.605427,0.226637,0.254840,1.041597,0.022945,0.200335,-29.744897,1.779463,0.457817,0.466324,0.255562,0.247478,0.136730,0.106774,0.036238,0.044627,0.036561,0.028290,0.006979,0.007915,0.002449,0.070529,0.005831,0.018873,0.005476,0.082595,0.002060,0.003369,0.008925,0.036699,0.002812,0.029910,0.000638,-0.000001,0.004450,0.000438,0.000036,0.009564,0.000015,0.002286,-0.005554,-0.006780,-0.004423,-0.004981,-0.001873,-0.002074,-0.000644,-0.000463,0.001703,0.001923,0.000240,0.000324,0.001475,-0.000049,0.000033,-0.000507,-0.000009,-0.000292,0.000056,-0.000213,0.000006,0.000071,0.000049,-0.000209,0.000016,-0.000157,0.075370,0.029631,0.638568,0.095658,0.044702,0.824520,0.028416,0.171158,1.592096,1.013795,0.540102,0.378460,0.289091,0.234272,0.200627,0.159645,0.164906,0.141961,0.134425,0.126776,0.127598,0.006893,0.002358,0.057090,0.005415,0.011105,0.005397,0.071110,0.002285,0.003250,0.007063,0.032284,0.002679,0.023560,0.091085,0.039956,0.850823,0.121356,0.060552,0.982234,0.038133,0.203955,1.837066,1.260439,0.721449,0.514940,0.404080,0.324346,0.283233,0.212745,0.229806,0.186306,0.188649,0.182156,0.175965,0.009634,0.003162,0.063882,0.007866,0.014139,0.007258,0.094626,0.003018,0.004237,0.009407,0.046977,0.003667,0.028747,normal__
0.004920,0.008663,2.324549,0.149845,0.235920,0.062038,0.035598,0.002692,-34.575323,2.068543,0.351084,0.494067,0.203529,0.240178,0.142493,0.140767,0.084348,0.097845,0.058785,0.063394,0.056532,0.000953,0.000176,0.098751,0.000651,0.064200,0.000507,0.176092,0.000095,0.000306,0.001246,0.011493,0.000204,0.067656,0.000010,0.000535,0.006932,-0.000372,-0.000270,-0.000522,0.000234,-0.000035,0.049351,0.000631,0.000328,0.000505,0.000502,0.000515,0.000690,0.000358,0.000142,0.000415,0.000154,0.000229,0.000380,-0.000026,-0.000003,0.001098,-0.000009,-0.000460,-0.000015,0.000643,-0.000001,-0.000006,-0.000025,-0.000059,-0.000004,0.000281,0.005675,0.025979,0.740408,0.081795,0.055894,0.062147,0.036149,0.002391,4.332806,0.783690,0.262827,0.199087,0.164741,0.154667,0.136029,0.127356,0.115748,0.115908,0.100930,0.086053,0.098690,0.001283,0.000230,0.090567,0.000862,0.057252,0.000664,0.124254,0.000102,0.000399,0.001951,0.014698,0.000241,0.023878,0.008102,0.033750,0.893302,0.072603,0.054528,0.061193,0.043974,0.003079,3.871034,0.685655,0.325087,0.239413,0.217392,0.199392,0.191416,0.158812,0.163325,0.157232,0.135699,0.120213,0.145497,0.001710,0.000304,0.111390,0.001172,0.054503,0.000878,0.135385,0.000141,0.000554,0.002748,0.018791,0.000329,0.026218,normal__
0.292493,0.000831,2.401725,0.256656,0.294007,1.042589,0.010421,0.340542,-34.245988,1.869300,0.273996,0.533091,0.214086,0.051533,-0.086420,-0.023834,-0.076105,-0.070252,-0.046462,-0.002128,-0.027683,0.017998,0.003562,0.029600,0.013056,0.026923,0.010439,0.032196,0.002148,0.005627,0.018902,0.024260,0.003513,0.013970,-0.000272,0.000000,0.002048,-0.000329,-0.000211,-0.001025,0.000078,0.000055,0.009627,-0.001491,-0.003301,0.000800,-0.002129,-0.000948,0.000673,0.000100,0.000185,0.001459,0.002604,-0.000962,-0.000764,-0.000163,-0.000003,-0.000190,-0.000057,-0.000074,0.000124,0.000125,0.000022,-0.000001,0.000108,-0.000066,0.000032,-0.000009,0.088125,0.002773,0.735840,0.094926,0.051434,0.760598,0.015189,0.315098,2.302784,1.149423,0.614553,0.343229,0.261767,0.225053,0.229577,0.208876,0.174858,0.160625,0.145898,0.126671,0.139292,0.014936,0.003297,0.019550,0.010626,0.016682,0.008820,0.024513,0.001942,0.004170,0.015784,0.017931,0.002825,0.008608,0.098349,0.003723,0.942978,0.112444,0.061716,0.898259,0.018518,0.383768,2.557895,1.406144,0.723784,0.459091,0.367205,0.279613,0.286716,0.282564,0.258473,0.216965,0.209201,0.167647,0.195518,0.021152,0.004249,0.026147,0.014689,0.023479,0.011570,0.029773,0.002515,0.005384,0.020091,0.021506,0.003751,0.009726,normal__
0.269839,0.000817,2.165583,0.218290,0.288886,0.529661,0.011651,0.146617,-33.676885,2.408358,0.005028,0.623007,0.063561,0.016723,0.038662,0.021630,-0.095798,-0.022012,-0.043134,-0.031509,-0.052441,0.023265,0.003858,0.037855,0.015376,0.031593,0.011338,0.035197,0.002765,0.006949,0.021746,0.028165,0.004389,0.016306,-0.001026,0.000478,-0.007557,-0.002214,-0.001322,-0.013868,0.000016,-0.005612,0.103572,0.017341,-0.007325,0.004690,-0.002092,-0.005147,0.002013,0.002686,0.002652,0.002123,0.000696,-0.000074,-0.002852,0.000338,0.000001,0.000264,0.000010,-0.000083,-0.000033,0.000216,-0.000025,-0.000003,0.000076,0.000361,0.000009,0.000122,0.094415,0.002992,0.592879,0.088292,0.054475,0.537474,0.017351,0.214551,2.197932,0.883224,0.626213,0.346455,0.281915,0.222481,0.203266,0.193885,0.171706,0.164506,0.142828,0.143645,0.129513,0.018540,0.003386,0.021335,0.011171,0.019166,0.008444,0.018455,0.002575,0.005168,0.013445,0.016829,0.004147,0.007858,0.100483,0.003360,0.810622,0.101097,0.063285,0.642025,0.019680,0.281601,2.323297,1.117808,0.827644,0.503116,0.374541,0.314502,0.278976,0.262307,0.233090,0.235147,0.205921,0.205745,0.178111,0.026121,0.005065,0.028124,0.015745,0.024721,0.010658,0.025788,0.003569,0.006914,0.019508,0.024221,0.005566,0.009846,normal__
